accuracy_score;cost_per_task_cents;task_complexity;execution_time_seconds;;;
0.8065;0.0173;3;44.76;;;
0.6654;0.0086;4;17.56;;;
0.6795;0.0089;4;16.54;;;
0.656;0.0176;4;44.92;;;
0.6503;0.0201;6;48.13;;;
0.5444;0.0124;5;25.7;;;
0.4207;0.0196;8;46.01;;;
0.542;0.0311;7;78.84;;;
0.4051;0.0118;8;21.75;;;
0.8354;0.0102;2;25.62;;;
0.4769;0.0139;7;29.14;;;
0.5711;0.0123;7;22.53;;;
0.512;0.0451;7;121.79;;;
0.5249;0.0257;7;63.68;;;
0.74;0.0143;4;35.88;;;
0.4;0.0164;10;31.5;;;
0.5768;0.02;7;47.02;;;
0.6823;0.0229;6;54.94;;;
0.4511;0.0492;7;132.58;;;
0.5939;0.0208;6;49.66;;;
0.7678;0.0143;4;34.94;;;
0.4145;0.0388;8;101.98;;;
0.6347;0.0129;5;28.4;;;
0.6273;0.0373;7;97.62;;;
0.6463;0.0205;4;53.45;;;
0.49;0.0314;7;80.84;;;
0.4585;0.0227;8;53.52;;;
0.5644;0.0204;7;48;;;
0.6545;0.0136;5;29.72;;;
0.4;0.0395;10;101.64;;;
0.475;0.015;7;30.28;;;
0.6302;0.012;5;26.11;;;
0.4;0.016;9;31.7;;;
0.4;0.0404;8;107.17;;;
0.7112;0.0091;5;17.29;;;
0.4554;0.037;8;95.79;;;
0.4;0.0572;10;155.2;;;
0.4997;0.0326;7;85.13;;;
0.5341;0.0119;7;22.54;;;
0.637;0.0106;5;21.61;;;
0.6255;0.0072;4;13.62;;;
0.7166;0.0118;4;26.22;;;
0.646;0.0147;4;35.58;;;
0.7134;0.0062;3;11.08;;;
0.6802;0.0147;4;33.73;;;
0.7318;0.0105;3;24.68;;;
0.5238;0.0103;7;17.31;;;
0.4705;0.0199;7;46.45;;;
0.8027;0.0213;4;55.8;;;
0.5388;0.0177;8;39.73;;;
0.5234;0.0208;8;48.54;;;
0.484;0.0149;6;31.04;;;
0.6623;0.0227;5;57.82;;;
0.7029;0.0131;3;28.9;;;
0.7461;0.0078;2;17.26;;;
0.5832;0.0111;4;25.02;;;
0.4398;0.0285;7;72.92;;;
0.7194;0.0144;4;33.92;;;
0.5116;0.0216;6;54.56;;;
0.4768;0.0138;9;25.69;;;
0.6223;0.0143;6;30.75;;;
0.7762;0.0155;4;35.97;;;
0.4405;0.0218;7;51.18;;;
0.7402;0.0116;3;25.01;;;
0.7398;0.0202;3;53.45;;;
0.4535;0.0206;8;46.16;;;
0.5674;0.0267;7;66.12;;;
0.8977;0.0098;3;20.54;;;
0.4;0.0167;9;33.63;;;
0.4;0.0179;8;39.26;;;
0.4;0.023;9;53.04;;;
0.4809;0.0155;7;32.78;;;
0.716;0.022;3;59.54;;;
0.7268;0.0183;3;49.23;;;
0.512;0.0151;7;32.74;;;
0.4;0.0169;10;32.69;;;
0.6746;0.0194;3;51.18;;;
0.8168;0.0185;4;45.67;;;
0.4882;0.0319;7;81.1;;;
0.4907;0.0205;8;45.38;;;
0.5398;0.0154;7;31.81;;;
0.4;0.031;9;77.07;;;
0.4181;0.0167;9;33.19;;;
0.5921;0.0206;5;51.29;;;
0.4592;0.0205;7;48.02;;;
0.4;0.0336;10;84.03;;;
0.7902;0.0079;3;15.69;;;
0.4;0.0224;10;50.65;;;
0.4809;0.0252;8;60.08;;;
0.8583;0.0096;2;22.98;;;
0.4;0.0289;9;69.76;;;
0.629;0.0185;5;44.81;;;
0.5536;0.0219;5;55.08;;;
0.4904;0.0257;7;63.26;;;
0.4;0.0459;9;122.35;;;
0.5497;0.0121;6;25.91;;;
0.7325;0.012;4;26.87;;;
0.5451;0.0133;7;26.27;;;
0.5906;0.0083;6;13.14;;;
0.4292;0.0258;8;61.02;;;
0.6437;0.0252;5;64.68;;;
0.4;0.0197;10;41.19;;;
0.5792;0.0273;7;69.58;;;
0.4;0.0192;10;39.67;;;
0.8395;0.011;2;26.75;;;
0.5302;0.0147;6;31.63;;;
0.4341;0.0211;8;48.81;;;
0.8348;0.015;4;37.73;;;
0.4;0.0183;8;39.9;;;
0.4;0.0294;10;70.36;;;
0.4;0.0351;9;88.74;;;
0.6061;0.0225;6;56;;;
0.4;0.0187;10;38.17;;;
0.7349;0.0111;4;25.36;;;
0.7925;0.0064;4;9.45;;;
0.4823;0.0217;8;50.49;;;
0.5895;0.0106;6;20.72;;;
0.7077;0.0204;4;53.31;;;
0.684;0.011;4;25.65;;;
0.5305;0.0276;6;70.26;;;
0.6896;0.0182;5;44.18;;;
0.4486;0.0171;8;37.53;;;
0.7121;0.0215;4;54.22;;;
0.4;0.0429;9;111.26;;;
0.4;0.0326;10;80.29;;;
0.4;0.0278;9;67.42;;;
0.4535;0.0276;8;67.06;;;
0.8212;0.0035;3;2.87;;;
0.4339;0.0215;8;46.85;;;
0.5731;0.0282;8;69.91;;;
0.4644;0.0288;8;71.27;;;
0.4836;0.0217;8;49.79;;;
0.6258;0.0205;5;51.46;;;
0.7159;0.0129;3;30.81;;;
0.5902;0.0152;6;31.91;;;
0.5633;0.0226;6;55.1;;;
0.46;0.033;8;85;;;
0.6281;0.0279;5;73.06;;;
0.7141;0.0164;3;41.25;;;
0.4708;0.0425;8;111.87;;;
0.6317;0.0137;4;32.78;;;
0.5449;0.0115;6;22.65;;;
0.4;0.0438;9;115.21;;;
0.4219;0.013;8;23.89;;;
0.4;0.0318;10;77.66;;;
0.6246;0.0139;6;30.29;;;
0.4784;0.018;7;39.41;;;
0.4276;0.0251;9;57.64;;;
0.4;0.0286;9;70.74;;;
0.7346;0.0119;4;25.96;;;
0.4757;0.0339;7;89.45;;;
0.4463;0.0203;8;45.34;;;
0.4;0.0229;10;49.32;;;
0.4957;0.0106;6;19.92;;;
0.7072;0.014;3;35.26;;;
0.4;0.0126;10;20.21;;;
0.6576;0.0168;5;39.38;;;
0.5287;0.0247;7;61.29;;;
0.9385;0.0107;2;26.73;;;
0.5727;0.0123;5;27.19;;;
0.6929;0.0132;3;33.27;;;
0.6804;0.0138;4;30.59;;;
0.6244;0.0231;5;57.81;;;
0.5518;0.0151;7;33.48;;;
0.4016;0.041;9;106.52;;;
0.4;0.0294;8;72.02;;;
0.7087;0.0109;4;24.14;;;
0.6618;0.0166;4;40.66;;;
0.7037;0.011;4;23.02;;;
0.5518;0.0114;6;23.58;;;
0.5925;0.0187;5;45.14;;;
0.4447;0.0338;8;86.19;;;
0.8464;0.0094;2;22.78;;;
0.4;0.026;10;59.94;;;
0.479;0.0315;8;81.3;;;
0.4071;0.0441;10;113.82;;;
0.4;0.0246;9;59.65;;;
0.5126;0.02;7;47.06;;;
0.6352;0.0215;4;54.41;;;
0.5458;0.0245;7;60.3;;;
0.6211;0.0077;4;13.61;;;
0.5194;0.028;6;73.59;;;
0.5435;0.0215;5;54.57;;;
0.4537;0.0358;7;94.93;;;
0.6674;0.0094;5;17.49;;;
0.4219;0.0341;8;87.06;;;
0.4824;0.0488;9;130.26;;;
0.6059;0.0167;4;40.44;;;
0.4;0.0369;10;92.59;;;
0.6174;0.0119;6;23.7;;;
0.4;0.0219;10;48.11;;;
0.6567;0.0267;4;71.73;;;
0.5301;0.0248;8;59.36;;;
0.4471;0.0161;8;33.99;;;
0.4348;0.0093;9;11.39;;;
0.5759;0.0197;7;45.45;;;
0.4;0.026;10;59.18;;;
0.6298;0.0104;5;20.62;;;
0.4967;0.0204;7;48.87;;;
0.6586;0.0157;5;36.6;;;
0.6359;0.0106;6;18.55;;;
0.4905;0.0185;7;42.23;;;
0.4876;0.0187;6;43.86;;;
0.4863;0.0131;7;27.71;;;
0.8277;0.0075;2;15.5;;;
0.4;0.0358;10;89.81;;;
0.7997;0.0121;3;26.62;;;
0.4051;0.0196;8;43.55;;;
0.4;0.029;10;70.59;;;
0.7816;0.0081;2;18.14;;;
0.5032;0.0222;7;54.55;;;
0.801;0.0135;3;33;;;
0.7409;0.0125;4;26.58;;;
0.6461;0.0109;5;21.93;;;
0.6072;0.0273;6;69.84;;;
0.4;0.0168;9;35.12;;;
0.6334;0.0308;5;80.54;;;
0.4;0.0078;9;7.27;;;
0.4;0.0116;10;15.88;;;
0.6271;0.0133;6;28.88;;;
0.6403;0.0106;5;20.66;;;
0.4248;0.0207;9;43.86;;;
0.6193;0.0187;6;45.79;;;
0.4;0.0172;9;34.69;;;
0.61;0.019;6;45.95;;;
0.6742;0.0081;4;15.14;;;
0.4;0.0301;10;72.93;;;
0.7022;0.0172;5;42.77;;;
0.6476;0.0144;5;32.72;;;
0.7209;0.0225;3;57.97;;;
0.4637;0.0306;7;78.89;;;
0.5009;0.0239;7;57.7;;;
0.5752;0.0083;5;14.68;;;
0.7072;0.0099;4;20.64;;;
0.4791;0.0328;7;85.11;;;
0.4;0.0269;10;64.11;;;
0.4;0.0462;10;119.27;;;
0.4873;0.0098;8;15;;;
0.6085;0.0228;4;59.34;;;
0.6347;0.014;5;31.86;;;
0.5725;0.0188;5;44.42;;;
0.4;0.0287;9;68.4;;;
0.5786;0.016;6;35.75;;;
0.5961;0.0151;4;37.13;;;
0.7834;0.0077;2;17.43;;;
0.5099;0.0147;8;29.89;;;
0.4;0.0467;8;124.35;;;
0.4787;0.0176;7;40.48;;;
0.5869;0.0087;6;13.8;;;
0.4265;0.012;7;21.84;;;
0.5142;0.0104;6;17.99;;;
0.7163;0.0149;5;33.64;;;
0.6724;0.0118;4;27.03;;;
0.4;0.0304;9;74.64;;;
0.4469;0.0157;7;34.14;;;
0.4;0.02;8;44.06;;;
0.4982;0.0166;7;36.22;;;
0.5724;0.0089;6;15.68;;;
0.7783;0.0082;3;18.06;;;
0.5841;0.011;5;21.95;;;
0.5531;0.027;7;66.25;;;
0.5844;0.0106;6;18.97;;;
0.6449;0.0135;6;29.66;;;
0.6291;0.0252;6;62.83;;;
0.4;0.0424;10;109.64;;;
0.4733;0.0273;7;68.56;;;
0.5424;0.0093;5;17.92;;;
0.5394;0.0164;6;36.79;;;
0.4918;0.0137;8;28.22;;;
0.4297;0.0508;8;136.07;;;
0.4971;0.014;6;29.88;;;
0.7118;0.0059;3;11.02;;;
0.6162;0.0163;4;40.61;;;
0.5097;0.0167;7;36.59;;;
0.4972;0.0141;7;29.76;;;
0.7062;0.0132;5;29.19;;;
0.5469;0.0273;6;70.06;;;
0.5261;0.0267;6;67.69;;;
0.5;0.0379;7;98.89;;;
0.7047;0.0137;5;30.03;;;
0.6164;0.0269;5;71.19;;;
0.4816;0.0279;8;70;;;
0.4351;0.0157;7;32.68;;;
0.5019;0.0257;8;62.81;;;
0.4357;0.008;8;8.82;;;
0.6172;0.0215;5;54.25;;;
0.7698;0.0126;4;27.99;;;
0.5543;0.0176;7;39.85;;;
0.906;0.0131;2;33.58;;;
0.5673;0.0184;8;39.46;;;
0.4938;0.0203;8;49.01;;;
0.879;0.0069;2;14.04;;;
0.6434;0.0146;5;32.08;;;
0.4541;0.0128;7;25.61;;;
0.4784;0.0337;8;84.65;;;
0.7733;0.0166;4;39.75;;;
0.4;0.0225;10;49.11;;;
0.4;0.0172;9;34.67;;;
0.4;0.0193;9;41.12;;;
0.4;0.0329;9;80.36;;;
0.5887;0.0234;5;60.33;;;
0.7741;0.0111;2;27.52;;;
0.434;0.0341;9;86.57;;;
0.7126;0.0145;3;36.51;;;
0.5151;0.0173;6;39.71;;;
0.6302;0.0176;5;42.73;;;
0.6441;0.0102;5;19.77;;;
0.6723;0.0113;4;25.71;;;
0.4919;0.0485;7;131.73;;;
0.7254;0.0095;3;21.3;;;
0.8022;0.0045;2;6.67;;;
0.7102;0.0108;5;21.15;;;
0.6461;0.0273;4;72.19;;;
0.4;0.03;10;72.36;;;
0.7321;0.0249;4;64.43;;;
0.4001;0.0177;9;37.08;;;
0.5942;0.0118;6;21.7;;;
0.6474;0.0236;5;60.43;;;
0.5114;0.0133;5;30.96;;;
0.5556;0.0121;6;23.42;;;
0.5663;0.0216;7;52.9;;;
0.5876;0.0118;5;23.68;;;
0.5061;0.0106;7;18.05;;;
0.6873;0.0178;4;45.02;;;
0.497;0.0124;7;24.85;;;
0.4592;0.0183;8;40.06;;;
0.6912;0.0102;4;22.39;;;
0.5459;0.0203;6;49.6;;;
0.6136;0.0163;5;36.85;;;
0.7461;0.0071;3;14.15;;;
0.8259;0.011;3;26.17;;;
0.5061;0.0205;7;48.07;;;
0.6652;0.0156;6;34.69;;;
0.5069;0.0207;8;48.39;;;
0.6397;0.0107;5;23.2;;;
0.4;0.0372;9;95.85;;;
0.89;0.011;2;26.93;;;
0.7046;0.0097;4;19.31;;;
0.6519;0.0185;5;45.77;;;
0.4149;0.0289;9;68.96;;;
0.4776;0.0146;7;31.08;;;
0.4;0.0345;9;87.17;;;
0.643;0.0212;5;54.18;;;
0.7397;0.0246;4;65.57;;;
0.5493;0.0289;6;75.6;;;
0.8065;0.0113;3;26.67;;;
0.5978;0.0216;6;52.44;;;
0.645;0.0241;7;59.56;;;
0.7371;0.0128;5;28.28;;;
0.5498;0.0175;6;41.15;;;
0.7325;0.0092;3;20.31;;;
0.6181;0.0128;4;27.96;;;
0.463;0.0227;7;54.64;;;
0.6708;0.0247;4;63.73;;;
0.5371;0.0078;5;12.08;;;
0.5126;0.0179;6;42.1;;;
0.6258;0.0079;5;13.71;;;
0.5102;0.015;5;35;;;
0.5402;0.0219;6;52.66;;;
0.5384;0.0224;6;56.3;;;
0.4329;0.038;8;99.05;;;
0.5991;0.0116;6;23.58;;;
0.6332;0.0099;4;20.64;;;
0.4724;0.0142;7;29.34;;;
0.4796;0.023;7;55.97;;;
0.4305;0.0221;8;52.78;;;
0.7279;0.0109;3;24.52;;;
0.5808;0.0157;6;36.42;;;
0.4028;0.022;8;50.37;;;
0.6596;0.0129;5;25.97;;;
0.5466;0.0244;6;62.17;;;
0.4;0.032;10;76.47;;;
0.4;0.0409;10;104.41;;;
0.4;0.0355;9;89.15;;;
0.4446;0.0203;8;44.21;;;
0.4;0.0255;9;59.52;;;
0.6433;0.0103;4;20.61;;;
0.666;0.0073;4;13.38;;;
0.4728;0.0448;8;117.56;;;
0.4773;0.0387;7;102.64;;;
0.578;0.0255;6;64.07;;;
0.6377;0.019;6;45.5;;;
0.5388;0.0219;7;53.4;;;
0.7165;0.0143;3;35.79;;;
0.6581;0.0105;5;20.85;;;
0.8424;0.0066;2;13.34;;;
0.4;0.0269;9;64.04;;;
0.5066;0.0115;7;21.77;;;
0.445;0.0167;8;33.51;;;
0.7276;0.0142;5;33.03;;;
0.5979;0.0181;5;44.71;;;
0.6847;0.015;4;34.6;;;
0.4107;0.0278;9;65.39;;;
0.5305;0.0093;7;14.04;;;
0.4531;0.0147;7;31.74;;;
0.5309;0.0238;6;60.28;;;
0.6066;0.0194;6;46.28;;;
0.4592;0.0165;9;33.07;;;
0.622;0.0173;6;39.29;;;
0.7916;0.0103;3;23.83;;;
0.8006;0.0101;3;22.06;;;
0.6625;0.0102;4;22.59;;;
0.5062;0.0245;7;58.38;;;
0.4847;0.0266;7;67.47;;;
0.6592;0.0193;4;48.18;;;
0.4;0.0268;10;61.68;;;
0.5928;0.0139;6;30.37;;;
0.7178;0.0083;4;16.38;;;
0.4;0.0565;10;151.57;;;
0.7765;0.0158;3;40.08;;;
0.4768;0.0143;7;29.72;;;
0.4801;0.0172;7;37.64;;;
0.4;0.0191;10;39.82;;;
0.4756;0.0176;8;35.95;;;
0.5071;0.0183;6;42.27;;;
0.4477;0.0324;8;82;;;
0.4;0.0246;10;54.57;;;
0.751;0.0303;5;79.85;;;
0.7179;0.0138;3;35.22;;;
0.569;0.0295;7;73.53;;;
0.5737;0.0139;7;28.43;;;
0.4;0.0271;10;62.45;;;
0.7482;0.0057;3;9.22;;;
0.4;0.0272;9;64.99;;;
0.6527;0.0152;6;33.59;;;
0.7066;0.0123;3;29.93;;;
0.4738;0.0158;7;32.64;;;
0.4727;0.0367;7;96.76;;;
0.5599;0.0119;6;22.04;;;
0.4;0.0332;10;82.4;;;
0.475;0.0384;9;98.79;;;
0.7098;0.012;5;25.74;;;
0.5994;0.0141;4;33.14;;;
0.4;0.0214;10;45.18;;;
0.6271;0.0088;5;17.42;;;
0.4587;0.017;7;37.04;;;
0.5405;0.0128;6;25.61;;;
0.6014;0.0133;6;26.25;;;
0.5607;0.029;6;73.86;;;
0.4;0.046;10;120.73;;;
0.6446;0.0122;5;25.99;;;
0.4;0.0221;10;47.34;;;
0.585;0.0108;5;22.97;;;
0.751;0.0142;3;35.3;;;
0.5012;0.0152;6;31.93;;;
0.6845;0.0112;5;21.99;;;
0.4175;0.0165;8;33.95;;;
0.4;0.0229;10;50.01;;;
0.576;0.0236;6;58.49;;;
0.4329;0.022;8;51.62;;;
0.61;0.0225;6;55.87;;;
0.5747;0.0125;5;27.61;;;
0.6112;0.0123;6;24.03;;;
0.4;0.0345;9;85.15;;;
0.6418;0.0179;5;43.55;;;
0.4542;0.0382;9;98.83;;;
0.5482;0.0067;5;9.2;;;
0.4926;0.0243;7;58.3;;;
0.5923;0.0174;6;39.66;;;
0.8252;0.0075;2;16.98;;;
0.5561;0.0394;6;105.4;;;
0.4448;0.0337;8;85.47;;;
0.4313;0.0254;9;61.65;;;
0.7001;0.0178;6;40.14;;;
0.5983;0.0149;6;31.67;;;
0.504;0.0081;6;11.17;;;
0.6236;0.0115;6;23.55;;;
0.6311;0.0158;4;38;;;
0.4921;0.0238;7;58.16;;;
0.4997;0.0226;6;57.02;;;
0.8235;0.0153;3;38.73;;;
0.5457;0.0116;6;24.39;;;
0.5469;0.0141;6;31.41;;;
0.4;0.0353;10;88.08;;;
0.7015;0.0099;4;21.23;;;
0.7085;0.01;3;22.55;;;
0.4;0.0136;9;25.09;;;
0.8367;0.011;2;27.72;;;
0.4966;0.0229;7;54.15;;;
0.6559;0.0068;4;11.79;;;
0.4915;0.0289;8;71.64;;;
0.6642;0.0204;5;49.51;;;
0.6413;0.0164;5;38.84;;;
0.4;0.0355;7;93.69;;;
0.5474;0.0079;5;13.67;;;
0.6196;0.0092;6;15.43;;;
0.7911;0.012;3;27.25;;;
0.648;0.0111;5;22.46;;;
0.5321;0.0282;8;71;;;
0.5201;0.0298;7;75.45;;;
0.7926;0.014;3;35.86;;;
0.4;0.0454;9;118.06;;;
0.4548;0.0197;6;46.8;;;
0.4877;0.0347;6;91.2;;;
0.5809;0.0136;6;29.78;;;
0.4703;0.0195;8;42.77;;;
0.6552;0.0209;4;52.18;;;
0.5326;0.0093;6;15.59;;;
0.5933;0.0379;6;103.19;;;
0.5132;0.0259;7;63.95;;;
0.5652;0.0169;5;39.25;;;
0.4;0.0274;8;67.73;;;
0.7438;0.0142;3;33.56;;;
0.5269;0.0103;6;20.69;;;
0.6989;0.0114;4;24.9;;;
0.6035;0.0161;5;37.92;;;
0.5128;0.0327;6;85.95;;;
0.6319;0.0066;5;8.76;;;
0.698;0.0183;4;46.56;;;
0.5862;0.0247;5;62.55;;;
0.8026;0.0141;3;34.34;;;
0.4443;0.0231;8;55.06;;;
0.6282;0.0198;5;49.15;;;
0.4704;0.0303;8;76.8;;;
0.4;0.0344;9;86.69;;;
